官网顺序,目录路径,一级目录,二级目录,三级目录,页面标题,文档标题,doc_id,官方链接,接口名,接口类型,描述,更新时间,权限类型,权限原文,限量/频次原文,输入参数数量,输入参数结构,输出字段数量,输出字段摘要,证据状态
242,宏观经济 / 国内宏观 / 价格指数 / 居民消费价格指数（CPI）,宏观经济,国内宏观,价格指数,居民消费价格指数（CPI）,居民消费价格指数,228,https://tushare.pro/document/2?doc_id=228,cn_cpi,宏观经济 / 国内宏观 / 价格指数,描述：获取CPI居民消费价格数据，包括全国、城市和农村的数据,,积分可访问,权限：用户积累600积分可以使用，具体请参阅积分获取办法,限量：单次最大5000行，一次可以提取全部数据,3,"m:str, start_m:str, end_m:str",13,"month:str(Y), nt_val:float(Y), nt_yoy:float(Y), nt_mom:float(Y), nt_accu:float(Y), town_val:float(Y), town_yoy:float(Y), town_mom:float(Y), town_accu:float(Y), cnt_val:float(Y), cnt_yoy:float(Y), cnt_mom:float(Y), cnt_accu:float(Y)",官网右侧文档直接提取
243,宏观经济 / 国内宏观 / 价格指数 / 工业生产者出厂价格指数（PPI）,宏观经济,国内宏观,价格指数,工业生产者出厂价格指数（PPI）,工业生产者出厂价格指数,245,https://tushare.pro/document/2?doc_id=245,cn_ppi,宏观经济 / 国内宏观 / 价格指数,描述：获取PPI工业生产者出厂价格指数数据,,积分可访问,权限：用户600积分可以使用，具体请参阅积分获取办法,限量：单次最大5000，一次可以提取全部数据,3,"m:str, start_m:str, end_m:str",31,"month:str(Y), ppi_yoy:float(Y), ppi_mp_yoy:float(Y), ppi_mp_qm_yoy:float(Y), ppi_mp_rm_yoy:float(Y), ppi_mp_p_yoy:float(Y), ppi_cg_yoy:float(Y), ppi_cg_f_yoy:float(Y), ppi_cg_c_yoy:float(Y), ppi_cg_adu_yoy:float(Y), ppi_cg_dcg_yoy:float(Y), ppi_mom:float(Y), ppi_mp_mom:float(Y), ppi_mp_qm_mom:float(Y), ppi_mp_rm_mom:float(Y), ppi_mp_p_mom:float(Y), ppi_cg_mom:float(Y), ppi_cg_f_mom:float(Y), ppi_cg_c_mom:float(Y), ppi_cg_adu_mom:float(Y), ppi_cg_dcg_mom:float(Y), ppi_accu:float(Y), ppi_mp_accu:float(Y), ppi_mp_qm_accu:float(Y), ppi_mp_rm_accu:float(Y), ppi_mp_p_accu:float(Y), ppi_cg_accu:float(Y), ppi_cg_f_accu:float(Y), ppi_cg_c_accu:float(Y), ppi_cg_adu_accu:float(Y), ppi_cg_dcg_accu:float(Y)",官网右侧文档直接提取
246,宏观经济 / 国内宏观 / 金融 / 货币供应量 / 货币供应量（月）,宏观经济,国内宏观,金融,货币供应量（月）,货币供应量,242,https://tushare.pro/document/2?doc_id=242,cn_m,宏观经济 / 国内宏观 / 金融 / 货币供应量,描述：获取货币供应量之月度数据,,积分可访问,权限：用户积累600积分可以使用，具体请参阅积分获取办法,限量：单次最大5000，一次可以提取全部数据,4,"m:str, start_m:str, end_m:str, fields:str",10,"month:str(Y), m0:float(Y), m0_yoy:float(Y), m0_mom:float(Y), m1:float(Y), m1_yoy:float(Y), m1_mom:float(Y), m2:float(Y), m2_yoy:float(Y), m2_mom:float(Y)",官网右侧文档直接提取
248,宏观经济 / 国内宏观 / 金融 / 社会融资 / 社融增量（月度）,宏观经济,国内宏观,金融,社融增量（月度）,社融数据（月度）,310,https://tushare.pro/document/2?doc_id=310,sf_month,宏观经济 / 国内宏观 / 金融 / 社会融资,描述：获取月度社会融资数据,,积分可访问,积分：需2000积分,限量：单次最大2000条数据，可循环提取,3,"m:str, start_m:str, end_m:str",4,"month:str(Y), inc_month:float(Y), inc_cumval:float(Y), stk_endval:float(Y)",官网右侧文档直接提取
250,宏观经济 / 国内宏观 / 景气度 / 采购经理指数（PMI）,宏观经济,国内宏观,景气度,采购经理指数（PMI）,采购经理人指数,325,https://tushare.pro/document/2?doc_id=325,cn_pmi,宏观经济 / 国内宏观 / 景气度,描述：采购经理人指数,,积分可访问,权限：用户积累5000积分可以使用，具体请参阅积分获取办法,限量：单次最大2000，一次可以提取全部数据,3,"m:str, start_m:str, end_m:str",60,"month:str(N), pmi010000:float(N), pmi010100:float(N), pmi010200:float(N), pmi010300:float(N), pmi010400:float(N), pmi010401:float(N), pmi010402:float(N), pmi010403:float(N), pmi010500:float(N), pmi010501:float(N), pmi010502:float(N), pmi010503:float(N), pmi010600:float(N), pmi010601:float(N), pmi010602:float(N), pmi010603:float(N), pmi010700:float(N), pmi010701:float(N), pmi010702:float(N), pmi010703:float(N), pmi010800:float(N), pmi010801:float(N), pmi010802:float(N), pmi010803:float(N), pmi010900:float(N), pmi011000:float(N), pmi011100:float(N), pmi011200:float(N), pmi011300:float(N), pmi011400:float(N), pmi011500:float(N), pmi011600:float(N), pmi011700:float(N), pmi011800:float(N), pmi011900:float(N), pmi012000:float(N), pmi020100:float(N), pmi020101:float(N), pmi020102:float(N), pmi020200:float(N), pmi020201:float(N), pmi020202:float(N), pmi020300:float(N), pmi020301:float(N), pmi020302:float(N), pmi020400:float(N), pmi020401:float(N), pmi020402:float(N), pmi020500:float(N), pmi020501:float(N), pmi020502:float(N), pmi020600:float(N), pmi020601:float(N), pmi020602:float(N), pmi020700:float(N), pmi020800:float(N), pmi020900:float(N), pmi021000:float(N), pmi030000:float(N)",官网右侧文档直接提取
253,宏观经济 / 国际宏观 / 美国利率 / 国债收益率曲线利率,宏观经济,国际宏观,美国利率,国债收益率曲线利率,国债收益率曲线利率（日频）,219,https://tushare.pro/document/2?doc_id=219,us_tycr,宏观经济 / 国际宏观 / 美国利率,描述：获取美国每日国债收益率曲线利率,,积分可访问,权限：用户积累120积分可以使用，积分越高频次越高。具体请参阅积分获取办法,限量：单次最大可获取2000条数据,4,"date:str, start_date:str, end_date:str, fields:str",14,"date:str(Y), m1:float(Y), m2:float(Y), m3:float(Y), m4:float(Y), m6:float(Y), y1:float(Y), y2:float(Y), y3:float(Y), y5:float(Y), y7:float(Y), y10:float(Y), y20:float(Y), y30:float(Y)",官网右侧文档直接提取
254,宏观经济 / 国际宏观 / 美国利率 / 国债实际收益率曲线利率,宏观经济,国际宏观,美国利率,国债实际收益率曲线利率,国债实际收益率曲线利率,220,https://tushare.pro/document/2?doc_id=220,us_trycr,宏观经济 / 国际宏观 / 美国利率,描述：国债实际收益率曲线利率,,积分可访问,权限：用户积累120积分可以使用，积分越高频次越高。具体请参阅积分获取办法,限量：单次最大可获取2000行数据，可循环获取,4,"date:str, start_date:str, end_date:str, fields:str",6,"date:str(Y), y5:float(Y), y7:float(Y), y10:float(Y), y20:float(Y), y30:float(Y)",官网右侧文档直接提取
255,宏观经济 / 国际宏观 / 美国利率 / 短期国债利率,宏观经济,国际宏观,美国利率,短期国债利率,短期国债利率,221,https://tushare.pro/document/2?doc_id=221,us_tbr,宏观经济 / 国际宏观 / 美国利率,描述：获取美国短期国债利率数据,,积分可访问,权限：用户积累120积分可以使用，积分越高频次越高。具体请参阅积分获取办法,限量：单次最大可获取2000行数据，可循环获取,4,"date:str, start_date:str, end_date:str, fields:str",13,"date:str(Y), w4_bd:float(Y), w4_ce:float(Y), w8_bd:float(Y), w8_ce:float(Y), w13_bd:float(Y), w13_ce:float(Y), w17_bd:float(Y), w17_ce:float(Y), w26_bd:float(Y), w26_ce:float(Y), w52_bd:float(Y), w52_ce:float(Y)",官网右侧文档直接提取
256,宏观经济 / 国际宏观 / 美国利率 / 国债长期利率,宏观经济,国际宏观,美国利率,国债长期利率,国债长期利率,222,https://tushare.pro/document/2?doc_id=222,us_tltr,宏观经济 / 国际宏观 / 美国利率,描述：国债长期利率,,积分可访问,权限：用户积累120积分可以使用，积分越高频次越高。具体请参阅积分获取办法,限量：单次最大可获取2000行数据，可循环获取,4,"date:str, start_date:str, end_date:str, fields:str",4,"date:str(Y), ltc:float(Y), cmt:float(Y), e_factor:float(Y)",官网右侧文档直接提取
257,宏观经济 / 国际宏观 / 美国利率 / 国债长期利率平均值,宏观经济,国际宏观,美国利率,国债长期利率平均值,国债实际长期利率平均值,223,https://tushare.pro/document/2?doc_id=223,us_trltr,宏观经济 / 国际宏观 / 美国利率,描述：国债实际长期利率平均值,,积分可访问,权限：用户积累120积分可以使用，积分越高频次越高。具体请参阅积分获取办法,限量：单次最大可获取2000行数据，可循环获取,4,"date:str, start_date:str, end_date:str, fields:str",2,"date:str(Y), ltr_avg:float(Y)",官网右侧文档直接提取
259,大模型语料 / 国家政策库,大模型语料,,,国家政策库,国家政策法规库,406,https://tushare.pro/document/2?doc_id=406,npr,大模型语料,描述：获取国家行政机关公开披露的各类法规、条例政策、批复、通知等文本数据。,,单独开权限,积分：本接口需单独开权限（跟积分没关系），具体请参阅权限说明,限量：单次最大500条，可根据参数循环提取,4,"org:str, start_date:datetime, end_date:datetime, ptype:str",7,"pubtime:datetime(Y), title:str(Y), url:str(N), content_html:str(N), pcode:str(Y), puborg:str(Y), ptype:str(Y)",官网右侧文档直接提取
260,大模型语料 / 券商研究报告,大模型语料,,,券商研究报告,券商研究报告,415,https://tushare.pro/document/2?doc_id=415,research_report,大模型语料,描述：获取券商研究报告-个股、行业等，历史数据从20170101开始提供，增量每天两次更新,,单独开权限,权限：本接口需单独开权限（跟积分没关系），具体请参阅权限说明,限量：单次最大1000条，可根据日期或券商名称代码循环提取，每天总量不限制,7,"trade_date:str, start_date:str, end_date:str, report_type:str, ts_code:str, inst_csname:str, ind_name:str",10,"trade_date:str(Y), abstr:str(Y), title:str(Y), report_type:str(Y), author:str(Y), name:str(Y), ts_code:str(Y), inst_csname:str(Y), ind_name:str(Y), url:str(Y)",官网右侧文档直接提取
261,大模型语料 / 央行货币政策执行报告,大模型语料,,,央行货币政策执行报告,央行货币政策执行报告,465,https://tushare.pro/document/2?doc_id=465,monetary_policy,大模型语料,描述：获取央行季度更新的货币政策执行报告，历史数据开始于2001年每年四篇，提供原始PDF下载链接，可用于分析过去20多年央行货币政策的动向、宏观以及金融市场的情况。,,单独开权限,积分：本接口为单独权限（跟积分没关系），具体请参阅权限对应列表,限量：单次最大1000条，一次可以拉取全部,2,"start_date:str, end_date:str",5,"pub_date:str(Y), title:str(Y), url:str(Y), pdf_url:str(Y), content_html:str(Y)",官网右侧文档直接提取
262,大模型语料 / 新闻快讯（短讯）,大模型语料,,,新闻快讯（短讯）,新闻快讯,143,https://tushare.pro/document/2?doc_id=143,news,大模型语料,"描述：获取主流新闻网站的快讯新闻数据,提供超过6年以上历史新闻。",,单独开权限,积分：本接口需单独开权限（跟积分没关系），具体请参阅权限说明,限量：单次最大1500条新闻，可根据时间参数循环提取历史,13,"start_date*:datetime, end_date*:datetime, src*:str, 来源名称:src标识, 新浪财经:sina, 华尔街见闻:wallstreetcn, 同花顺:10jqka, 东方财富:eastmoney, 云财经:yuncaijing, 凤凰新闻:fenghuang, 金融界:jinrongjie, 财联社:cls, 第一财经:yicai",4,"datetime:str(Y), content:str(Y), title:str(Y), channels:str(N)",官网右侧文档直接提取
263,大模型语料 / 新闻通讯（长篇）,大模型语料,,,新闻通讯（长篇）,新闻通讯,195,https://tushare.pro/document/2?doc_id=195,major_news,大模型语料,描述：获取长篇通讯信息，覆盖主要新闻资讯网站，提供超过8年历史新闻。,,单独开权限,积分：本接口需单独开权限（跟积分没关系），具体请参阅权限说明,限量：单次最大400行记录，可循环提取保存到本地。,3,"src:str, start_date:str, end_date:str",4,"title:str(Y), content:str(N), pub_time:str(Y), src:str(Y)",官网右侧文档直接提取
264,大模型语料 / 新闻联播文字稿,大模型语料,,,新闻联播文字稿,新闻联播,154,https://tushare.pro/document/2?doc_id=154,cctv_news,大模型语料,描述：获取新闻联播文字稿数据，数据开始于2017年。,,单独开权限,积分：本接口需单独开权限（跟积分没关系），具体请参阅权限说明,限量：可根据日期参数循环提取，总量不限制,1,date*:str,3,"date:str(Y), title:str(Y), content:str(Y)",官网右侧文档直接提取
265,大模型语料 / 上市公司公告,大模型语料,,,上市公司公告,上市公司全量公告,176,https://tushare.pro/document/2?doc_id=176,anns_d,大模型语料,描述：获取全量公告数据，提供pdf下载URL,,单独开权限,权限：本接口为单独权限，请参考权限说明,限量：单次最大2000条数，可以跟进日期循环获取全量,4,"ts_code:str, ann_date:str, start_date:str, end_date:str",6,"ann_date:str(Y), ts_code:str(Y), name:str(Y), title:str(Y), url:str(Y), rec_time:datetime(N)",官网右侧文档直接提取
266,大模型语料 / 上证e互动问答,大模型语料,,,上证e互动问答,上证E互动,366,https://tushare.pro/document/2?doc_id=366,irm_qa_sh,大模型语料,"描述：获取上交所e互动董秘问答文本数据。上证e互动是由上海证券交易所建立、上海证券市场所有参与主体无偿使用的沟通平台,旨在引导和促进上市公司、投资者等各市场参与主体之间的信息沟通,构建集中、便捷的互动渠道。本接口数据记录了以上沟通问答的文本数据。",,单独开权限,权限：需单独开权限，请参考权限说明,限量：单次请求最大返回3000行数据，可根据股票代码，日期等参数循环提取全部数据,6,"ts_code:str, trade_date:str, start_date:str, end_date:str, pub_date:str, pub_date:str",6,"ts_code:str(Y), name:str(Y), trade_date:str(Y), q:str(Y), a:str(Y), pub_time:datetime(Y)",官网右侧文档直接提取
267,大模型语料 / 深证易互动问答,大模型语料,,,深证易互动问答,深证互动易,367,https://tushare.pro/document/2?doc_id=367,irm_qa_sz,大模型语料,"描述：互动易是由深交所官方推出,供投资者与上市公司直接沟通的平台,一站式公司资讯汇集,提供第一手的互动问答、投资者关系信息、公司声音等内容。",,单独开权限,权限：需单独开权限，请参考权限说明,限量：单次请求最大返回3000行数据，可根据股票代码，日期等参数循环提取全部数据,6,"ts_code:str, trade_date:str, start_date:str, end_date:str, pub_date:str, pub_date:str",7,"ts_code:str(Y), name:str(Y), trade_date:str(Y), q:str(Y), a:str(Y), pub_time:str(Y), industry:str(Y)",官网右侧文档直接提取
